N_arv;UPA;UT;Nome_Cientifico;Nome_Popular;DAP_cm;Alt;Categoria;QF;Vol;g;lat;lon
40580;6;4;Aspidosperma excelsum;Carapanaúba;55,39;20;Remanescente;2;3,2079;0,2409;-5,904187;-54,954971
40581;6;4;Pseudopiptadenia psilostachya;Timborana;78,94;21;Explorar;1;7,0109;0,4894;-5,903452;-54,954862
40582;6;4;Manilkara elata;Maçaranduba;54,75;19;Explorar;1;3,0102;0,2354;-5,90346;-54,954947
40583;6;4;Trattinnickia rhoifolia;Amescla;87,85;22;Remanescente;1;8,861;0,6062;-5,903145;-54,954868
40584;6;4;Copaifera duckei;Copaíba;40,74;19;Remanescente;1;1,4624;0,1304;-5,902117;-54,954974
40585;6;4;Bertholletia excelsa;Castanheira;129,55;26;Remanescente;1;18,7958;1,3182;-5,901947;-54,954924
40586;6;4;Goupia glabra;Cupiúba;57,61;13;Explorar;1;2,5577;0,2607;-5,901686;-54,955057
40587;6;4;Bertholletia excelsa;Castanheira;76,08;20;Remanescente;2;6,298;0,4546;-5,901633;-54,955065
40588;6;4;Goupia glabra;Cupiúba;61,43;13;Substituta;1;2,9481;0,2964;-5,901431;-54,954983
40589;6;4;Bertholletia excelsa;Castanheira;80,85;20;Remanescente;2;7,0858;0,5134;-5,901053;-54,955193
40590;6;4;Vochysia maxima;Quaruba;76,71;21;Explorar;1;6,6313;0,4622;-5,901179;-54,955294
40591;6;4;Goupia glabra;Cupiúba;64,3;16;Explorar;1;3,7916;0,3247;-5,901472;-54,955197
40592;6;4;Erisma uncinatum;Quarubarana;89,45;17;Remanescente;1;7,5944;0,6284;-5,901817;-54,95525
40593;6;4;Manilkara elata;Maçaranduba;54,75;20;Explorar;1;3,1241;0,2354;-5,902045;-54,955243
40594;6;4;Schizolobium amazonicum;Paricá;70,66;17;Remanescente;2;4,8272;0,3922;-5,903593;-54,955391
40595;6;4;Goupia glabra;Cupiúba;89,45;18;Explorar;1;7,9176;0,6284;-5,90364;-54,955132
40596;6;4;Trattinnickia rhoifolia;Amescla;64,3;22;Remanescente;2;4,7779;0,3247;-5,904132;-54,955276
40597;6;4;Hymenolobium petraeum;Angelim-pedra;74,48;23;Explorar;1;6,6793;0,4357;-5,904206;-54,95516
40598;6;4;Manilkara elata;Maçaranduba;68,12;22;Explorar;1;5,3953;0,3644;-5,904677;-54,955284
40599;6;4;Hymenaea parvifolia;Jutaí-mirim;68,44;21;Explorar;1;5,2684;0,3678;-5,903135;-54,955359
40600;6;4;Goupia glabra;Cupiúba;88,49;20;Explorar;1;8,3821;0,615;-5,903182;-54,955452
40601;6;4;Bowdichia virgilioides;Sucupira-preta;69,07;25;Remanescente;1;6,085;0,3747;-5,903184;-54,955485
40602;6;4;Buchenavia capitata;Tanibuca;53,16;21;Remanescente;1;3,0229;0,2219;-5,902979;-54,955517
40603;6;4;Manilkara elata;Maçaranduba;77,35;20;Explorar;1;6,5061;0,4699;-5,902732;-54,955395
40604;6;4;Trattinnickia rhoifolia;Amescla;69,07;22;Remanescente;1;5,5531;0,3747;-5,902151;-54,955428
40605;6;4;Manilkara elata;Maçaranduba;70,66;21;Explorar;1;5,6272;0,3922;-5,90192;-54,955484
40606;6;4;Caryocar glabrum;Pequiarana;132,74;19;Explorar;2;15,5325;1,3838;-5,901701;-54,955397
40607;6;4;Goupia glabra;Cupiúba;65,25;20;Explorar;2;4,6028;0,3344;-5,901459;-54,95547
40608;6;4;Manilkara elata;Maçaranduba;81,81;22;Explorar;1;7,7609;0,5256;-5,901279;-54,95546
40609;6;4;Vochysia maxima;Quaruba;108,54;20;Explorar;2;11,8947;0,9253;-5,900689;-54,955516
40610;6;4;Bertholletia excelsa;Castanheira;156,61;25;Remanescente;1;23,5663;1,9263;-5,900525;-54,955783
40611;6;4;Ocotea rubra;Louro-vermelho;59,21;20;Explorar;1;3,7274;0,2753;-5,900879;-54,955795
40612;6;4;Parkia multijuga;Fava-benguê;62,71;22;Remanescente;1;4,5275;0,3088;-5,90139;-54,955764
40613;6;4;Pseudopiptadenia psilostachya;Timborana;70,98;19;Substituta;2;5,2825;0,3957;-5,901489;-54,955748
40614;6;4;Manilkara elata;Maçaranduba;54,75;20;Explorar;1;3,1241;0,2354;-5,901674;-54,955538
40615;6;4;Manilkara elata;Maçaranduba;71,94;24;Explorar;1;6,4219;0,4064;-5,901787;-54,955601
40616;6;4;Hymenolobium petraeum;Angelim-pedra;83,4;23;Explorar;1;8,3087;0,5463;-5,902827;-54,955805
40617;6;4;Goupia glabra;Cupiúba;57,61;17;Explorar;1;3,1168;0,2607;-5,903012;-54,955791
40618;6;4;Vochysia maxima;Quaruba;85,63;20;Explorar;1;7,8916;0,5758;-5,903075;-54,955695
40619;6;4;Pseudopiptadenia psilostachya;Timborana;64,94;21;Explorar;1;4,7186;0,3312;-5,903362;-54,955574
40620;6;4;Holopyxidium jarana;Jarana;49,02;14;Remanescente;1;1,856;0,1887;-5,903803;-54,955754
40621;6;4;Manilkara elata;Maçaranduba;87,54;23;Explorar;1;9,0878;0,6018;-5,903475;-54,956021
40622;6;4;Hymenaea parvifolia;Jutaí-mirim;77,99;23;Remanescente;1;7,3103;0,4777;-5,902952;-54,956065
40623;6;4;Minquartia guianensis;Acariquara;45,2;11;Remanescente;1;1,2715;0,1605;-5,902884;-54,955974
40624;6;4;Ocotea baturitensis;Louro-preto;61,43;23;Remanescente;1;4,4707;0,2964;-5,902115;-54,956035
40625;6;4;Vochysia maxima;Quaruba;89,76;25;Explorar;1;10,0956;0,6328;-5,90136;-54,956064
40626;6;4;Handroanthus impetiginosum;Ipê-roxo;102,5;19;Substituta;2;10,4325;0,8251;-5,901069;-54,955881
40627;6;4;Manilkara elata;Maçaranduba;95,81;24;Explorar;1;11,0044;0,721;-5,900725;-54,955981
40628;6;4;Bagassa guianensis;Tatajuba;112,05;25;Remanescente;1;14,6864;0,986;-5,900457;-54,956024
40629;6;4;Manilkara elata;Maçaranduba;79,9;21;Explorar;2;7,175;0,5013;-5,900579;-54,956313
40630;6;4;Dipteryx odorata;Cumaru;95,81;14;Explorar;2;7,4365;0,721;-5,903093;-54,956298
40631;6;4;Dipteryx odorata;Cumaru;85,31;15;Remanescente;1;6,3533;0,5716;-5,903267;-54,95626
40632;6;4;Schizolobium amazonicum;Paricá;87,22;18;Remanescente;2;7,5628;0,5974;-5,901491;-54,956613
40633;6;4;Ruizterania albiflora;Mandioqueira;91,99;23;Remanescente;1;9,9382;0,6646;-5,900716;-54,956444
40634;6;4;Manilkara elata;Maçaranduba;66,85;20;Explorar;1;4,8426;0,3509;-5,908027;-54,951669
40635;6;4;Apuleia leiocarpa;Garapeira;95,49;22;Remanescente;2;10,2797;0,7162;-5,908346;-54,951503
40636;6;4;Manilkara elata;Maçaranduba;81,49;24;Explorar;2;8,1994;0,5215;-5,911767;-54,949945
40637;6;4;Manilkara elata;Maçaranduba;89,13;23;Explorar;2;9,3903;0,6239;-5,901976;-54,956466
40638;6;4;Manilkara elata;Maçaranduba;50,93;24;Explorar;1;3,0088;0,2037;-5,900566;-54,955427
50001;6;5;Manilkara elata;Maçaranduba;68,44;19;Remanescente;1;4,9006;0,3678;-5,903133;-54,942883
50002;6;5;Hevea brasiliensis;Seringueira;50,93;15;Remanescente;2;2,1395;0,2037;-5,903215;-54,942929
50003;6;5;Apuleia leiocarpa;Garapeira;95,49;19;Explorar;1;9,2473;0,7162;-5,904114;-54,943127
50004;6;5;Enterolobium maximum;Fava-tamboril;76,39;16;Remanescente;1;5,3975;0,4584;-5,904073;-54,94306
50005;6;5;Pseudopiptadenia psilostachya;Timborana;73,21;17;Explorar;1;5,1856;0,421;-5,903826;-54,94293
50006;6;5;Astronium lecointei;Muiracatiara;41,06;19;Remanescente;1;1,4922;0,1324;-5,903702;-54,942955
50007;6;5;Manilkara elata;Maçaranduba;89,13;15;Explorar;1;6,8837;0,6239;-5,903651;-54,94303
50008;6;5;Parkia gigantocarpa;Fava-atanã;108,23;18;Remanescente;2;10,9674;0,9199;-5,90326;-54,942989
50009;6;5;Manilkara elata;Maçaranduba;54,43;19;Remanescente;1;2,9701;0,2327;-5,902881;-54,942962
50010;6;5;Manilkara elata;Maçaranduba;45,84;16;Remanescente;1;1,7384;0,165;-5,902654;-54,94339
50011;6;5;Bertholletia excelsa;Castanheira;93,9;17;Remanescente;1;8,2811;0,6925;-5,902795;-54,94325
50012;6;5;Hymenolobium petraeum;Angelim-pedra;63,66;19;Explorar;1;4,2075;0,3183;-5,902979;-54,943245
50013;6;5;Goupia glabra;Cupiúba;45,84;14;Remanescente;1;1,5756;0,165;-5,903084;-54,943276
50014;6;5;Parkia pendula;Fava-bolota;85,94;13;Remanescente;1;5,7942;0,5801;-5,904006;-54,943264
50015;6;5;Bertholletia excelsa;Castanheira;95,49;15;Remanescente;1;7,7799;0,7162;-5,904182;-54,94328
50016;6;5;Astronium lecointei;Muiracatiara;56,34;18;Substituta;1;3,0897;0,2493;-5,904484;-54,943233
50017;6;5;Hymenolobium petraeum;Angelim-pedra;47,43;21;Remanescente;1;2,3037;0,1767;-5,904655;-54,943199
50018;6;5;Manilkara elata;Maçaranduba;77,35;19;Explorar;1;6,2688;0,4699;-5,904751;-54,943234
50019;6;5;Manilkara elata;Maçaranduba;63,66;15;Remanescente;1;3,5398;0,3183;-5,906764;-54,943506
50020;6;5;Bertholletia excelsa;Castanheira;143,24;14;Remanescente;1;13,787;1,6114;-5,90646;-54,943498
50021;6;5;Parkia gigantocarpa;Fava-atanã;60,48;16;Remanescente;1;3,3207;0,2873;-5,906377;-54,943482
50022;6;5;Couratari guianensis;Tauari;47,75;17;Remanescente;1;2,0087;0,179;-5,906029;-54,94357
50023;6;5;Bertholletia excelsa;Castanheira;66,85;16;Remanescente;1;4,1163;0,3509;-5,905115;-54,943629
50024;6;5;Manilkara elata;Maçaranduba;57,3;17;Explorar;1;3,0782;0,2578;-5,90501;-54,943611
50025;6;5;Apuleia leiocarpa;Garapeira;63,03;16;Explorar;1;3,6324;0,312;-5,90454;-54,943455
50026;6;5;Manilkara elata;Maçaranduba;48,7;17;Remanescente;1;2,1074;0,1863;-5,904256;-54,943422
50027;6;5;Manilkara elata;Maçaranduba;50,61;15;Explorar;1;2,1079;0,2012;-5,904021;-54,943582
50028;6;5;Buchenavia parvifolia;Tanibuca-amarela;44,56;15;Remanescente;1;1,5457;0,156;-5,903947;-54,943412
50029;6;5;Hevea brasiliensis;Seringueira;52,52;19;Remanescente;1;2,734;0,2166;-5,903714;-54,943597
50030;6;5;Simarouba amara;Marupá;59,21;15;Explorar;1;3,0216;0,2753;-5,903691;-54,943555
50031;6;5;Ocotea rubra;Louro-vermelho;73,21;14;Substituta;1;4,4958;0,421;-5,903153;-54,943607
50032;6;5;Manilkara elata;Maçaranduba;55,7;19;Explorar;1;3,1316;0,2437;-5,903017;-54,943451
50033;6;5;Pseudopiptadenia psilostachya;Timborana;82,76;12;Explorar;1;5,088;0,5379;-5,903011;-54,943455
50034;6;5;Enterolobium maximum;Fava-tamboril;95,49;14;Remanescente;1;7,3936;0,7162;-5,902366;-54,943558
50035;6;5;Goupia glabra;Cupiúba;85,94;12;Remanescente;1;5,4587;0,5801;-5,902241;-54,943523
50036;6;5;Goupia glabra;Cupiúba;85,94;16;Remanescente;1;6,7541;0,5801;-5,902124;-54,943542
50037;6;5;Ocotea cymbarum;Louro-amarelo;65,25;16;Remanescente;1;3,9124;0,3344;-5,902087;-54,943813
50038;6;5;Pseudopiptadenia psilostachya;Timborana;122,23;13;Remanescente;1;10,4292;1,1734;-5,902114;-54,943883
50039;6;5;Manilkara elata;Maçaranduba;52,2;18;Explorar;1;2,5915;0,214;-5,902662;-54,943857
50040;6;5;Manilkara elata;Maçaranduba;85,31;17;Explorar;1;6,9643;0,5716;-5,902785;-54,943849
50041;6;5;Hymenolobium petraeum;Angelim-pedra;65,25;19;Explorar;1;4,4349;0,3344;-5,904108;-54,943798
50042;6;5;Manilkara elata;Maçaranduba;94,22;18;Explorar;1;8,685;0,6972;-5,904248;-54,943814
50043;6;5;Buchenavia grandis;Mirindiba;101,54;14;Remanescente;3;8,2116;0,8098;-5,904526;-54,943847
50044;6;5;Goupia glabra;Cupiúba;67,48;13;Explorar;1;3,602;0,3577;-5,904605;-54,943902
50045;6;5;Manilkara elata;Maçaranduba;85,94;16;Explorar;1;6,7541;0,5801;-5,905173;-54,943873
50046;6;5;Manilkara elata;Maçaranduba;48,06;14;Remanescente;1;1,7698;0,1814;-5,905457;-54,943791
50047;6;5;Hevea brasiliensis;Seringueira;48,38;10;Remanescente;2;1,3984;0,1839;-5,905668;-54,943764
50048;6;5;Parkia gigantocarpa;Fava-atanã;57,3;15;Remanescente;1;2,8082;0,2578;-5,905773;-54,943855
50049;6;5;Vochysia maxima;Quaruba;75,12;12;Substituta;1;4,2201;0,4432;-5,906116;-54,943819
50050;6;5;Dipteryx odorata;Cumaru;53,48;15;Remanescente;1;2,3987;0,2246;-5,906762;-54,943747
50051;6;5;Dipteryx odorata;Cumaru;85,31;14;Remanescente;2;6,0379;0,5716;-5,906859;-54,943843
50052;6;5;Dipteryx odorata;Cumaru;52,2;14;Remanescente;3;2,1551;0,214;-5,90771;-54,943861
50053;6;5;Goupia glabra;Cupiúba;65,25;16;Remanescente;1;3,9124;0,3344;-5,907863;-54,944209
50054;6;5;Vatairea paraensis;Fava-amargosa;63,03;21;Remanescente;1;4,4265;0,312;-5,906731;-54,944065
50055;6;5;Goupia glabra;Cupiúba;89,76;12;Explorar;1;5,9091;0,6328;-5,906597;-54,944196
50056;6;5;Astronium lecointei;Muiracatiara;65,25;20;Explorar;1;4,6028;0,3344;-5,906508;-54,944266
50057;6;5;Goupia glabra;Cupiúba;59,52;13;Explorar;1;2,7505;0,2783;-5,906105;-54,944025
50058;6;5;Goupia glabra;Cupiúba;84,03;12;Explorar;2;5,2357;0,5546;-5,90605;-54,944198
50059;6;5;Ocotea cymbarum;Louro-amarelo;49,97;17;Remanescente;1;2,2421;0,1962;-5,905835;-54,943959
50060;6;5;Chrysophyllum lucentifolium;Goiabão;68,75;21;Remanescente;1;5,3192;0,3713;-5,905744;-54,944189
50061;6;5;Bertholletia excelsa;Castanheira;54,11;13;Remanescente;1;2,2176;0,23;-5,905556;-54,944137
50062;6;5;Manilkara elata;Maçaranduba;53,16;15;Explorar;1;2,3657;0,2219;-5,905363;-54,944214
50063;6;5;Couratari guianensis;Tauari;91,35;18;Explorar;1;8,2235;0,6555;-5,904349;-54,944095
50064;6;5;Handroanthus impetiginosum;Ipê-roxo;83,72;23;Substituta;1;8,3682;0,5504;-5,904262;-54,94408
50065;6;5;Vochysia maxima;Quaruba;89,13;18;Explorar;1;7,8668;0,6239;-5,903013;-54,944088
50066;6;5;Astronium lecointei;Muiracatiara;59,52;15;Explorar;1;3,0577;0,2783;-5,902773;-54,944227
50067;6;5;Hymenolobium petraeum;Angelim-pedra;66,85;17;Explorar;1;4,3031;0,3509;-5,902688;-54,94422
50068;6;5;Goupia glabra;Cupiúba;78,62;14;Explorar;1;5,1737;0,4855;-5,902235;-54,944071
50069;6;5;Manilkara elata;Maçaranduba;92,31;18;Remanescente;1;8,377;0,6692;-5,901765;-54,944316
50070;6;5;Goupia glabra;Cupiúba;45,2;14;Remanescente;1;1,5219;0,1605;-5,901576;-54,944515
50071;6;5;Trattinnickia rhoifolia;Amescla;70,66;15;Remanescente;2;4,4038;0,3922;-5,902001;-54,944326
50072;6;5;Hevea brasiliensis;Seringueira;47,75;15;Remanescente;1;1,8325;0,179;-5,902144;-54,944245
50073;6;5;Ocotea cymbarum;Louro-amarelo;82,76;16;Remanescente;1;6,2954;0,5379;-5,902728;-54,944361
50074;6;5;Ocotea baturitensis;Louro-preto;50,29;15;Remanescente;1;2,0766;0,1987;-5,903129;-54,944392
50075;6;5;Couratari guianensis;Tauari;40,11;14;Remanescente;3;1,1224;0,1263;-5,903309;-54,944388
50076;6;5;Simarouba amara;Marupá;66,85;17;Explorar;1;4,3031;0,3509;-5,903643;-54,944386
50077;6;5;Couratari guianensis;Tauari;94,86;18;Explorar;1;8,7879;0,7067;-5,904378;-54,944372
50078;6;5;Hevea brasiliensis;Seringueira;67,48;15;Remanescente;2;4,0042;0,3577;-5,904836;-54,944432
50079;6;5;Hymenaea parvifolia;Jutaí-mirim;76,39;21;Explorar;1;6,5775;0,4584;-5,9049;-54,944327
50080;6;5;Couratari guianensis;Tauari;47,75;19;Remanescente;1;2,1781;0,179;-5,90548;-54,944311
50081;6;5;Goupia glabra;Cupiúba;79,26;13;Explorar;1;4,9739;0,4934;-5,905599;-54,944383
50082;6;5;Chrysophyllum lucentifolium;Goiabão;59,52;16;Substituta;1;3,2062;0,2783;-5,905645;-54,944307
50083;6;5;Manilkara elata;Maçaranduba;59,84;14;Explorar;2;2,9403;0,2813;-5,90632;-54,944362
50084;6;5;Enterolobium maximum;Fava-tamboril;70,03;15;Remanescente;1;4,323;0,3852;-5,90747;-54,944312
50085;6;5;Dipteryx odorata;Cumaru;41,38;14;Remanescente;2;1,2171;0,1345;-5,907703;-54,944342
50086;6;5;Cedrelinga cateniformis;Cedroarana;82,76;15;Remanescente;2;6,0038;0,5379;-5,908106;-54,944474
50087;6;5;Couratari guianensis;Tauari;86,58;19;Remanescente;1;7,7609;0,5887;-5,908144;-54,94448
50088;6;5;Manilkara elata;Maçaranduba;73,21;13;Explorar;1;4,2554;0,421;-5,907845;-54,944637
50089;6;5;Hymenolobium petraeum;Angelim-pedra;79,58;14;Substituta;1;5,2955;0,4974;-5,907375;-54,944603
50090;6;5;Goupia glabra;Cupiúba;79,58;14;Remanescente;3;5,2955;0,4974;-5,907073;-54,944671
50091;6;5;Bertholletia excelsa;Castanheira;101,86;19;Remanescente;2;10,3244;0,8149;-5,906433;-54,944521
50092;6;5;Chrysophyllum lucentifolium;Goiabão;41,38;20;Remanescente;1;1,5798;0,1345;-5,906377;-54,944556
50093;6;5;Couratari guianensis;Tauari;87,54;15;Explorar;1;6,6619;0,6018;-5,905521;-54,944652
50094;6;5;Goupia glabra;Cupiúba;71,3;11;Remanescente;3;3,561;0,3993;-5,905438;-54,944711
50095;6;5;Couratari guianensis;Tauari;55,39;18;Explorar;1;2,9718;0,2409;-5,905239;-54,944608
50096;6;5;Goupia glabra;Cupiúba;92,31;14;Explorar;1;6,9662;0,6692;-5,904922;-54,944625
50097;6;5;Ocotea cymbarum;Louro-amarelo;77,99;12;Remanescente;1;4,5415;0,4777;-5,904051;-54,944467
50098;6;5;Couratari guianensis;Tauari;58,25;19;Explorar;1;3,4639;0,2665;-5,903831;-54,944626
50099;6;5;Vochysia maxima;Quaruba;70,66;14;Explorar;1;4,1851;0,3922;-5,902935;-54,944641
50100;6;5;Hymenolobium petraeum;Angelim-pedra;89,13;16;Explorar;1;7,218;0,6239;-5,90276;-54,944648
50101;6;5;Hymenolobium petraeum;Angelim-pedra;47,75;17;Remanescente;1;2,0087;0,179;-5,901861;-54,94458
50102;6;5;Manilkara elata;Maçaranduba;79,26;19;Explorar;1;6,5723;0,4934;-5,901882;-54,944558
50103;6;5;Goupia glabra;Cupiúba;70,03;15;Explorar;1;4,323;0,3852;-5,901592;-54,944702
50104;6;5;Cedrelinga cateniformis;Cedroarana;168,7;14;Explorar;1;16,9225;2,2353;-5,901122;-54,944884
50105;6;5;Manilkara elata;Maçaranduba;43,93;15;Remanescente;1;1,4909;0,1515;-5,902458;-54,944854
50106;6;5;Hymenolobium petraeum;Angelim-pedra;79,58;15;Explorar;1;5,5722;0,4974;-5,90319;-54,944911
50107;6;5;Caryocar glabrum;Pequiarana;101,86;16;Remanescente;1;9,108;0,8149;-5,903769;-54,944864
50108;6;5;Goupia glabra;Cupiúba;72,26;13;Explorar;1;4,1445;0,4101;-5,904587;-54,94489
50109;6;5;Couratari guianensis;Tauari;98,68;20;Explorar;1;10,1551;0,7647;-5,904886;-54,94493
50110;6;5;Bertholletia excelsa;Castanheira;112,05;19;Remanescente;1;12,0565;0,986;-5,905208;-54,944932
50111;6;5;Goupia glabra;Cupiúba;64,62;11;Explorar;1;2,9015;0,3279;-5,905378;-54,944888
50112;6;5;Parkia pendula;Fava-bolota;47,75;14;Remanescente;2;1,7415;0,179;-5,905518;-54,944999
50113;6;5;Hymenaea parvifolia;Jutaí-mirim;42,97;18;Remanescente;1;1,6118;0,145;-5,905943;-54,944923
50114;6;5;Goupia glabra;Cupiúba;63,98;9;Substituta;2;2,4411;0,3215;-5,905944;-54,945004
50115;6;5;Manilkara elata;Maçaranduba;44,88;16;Remanescente;1;1,6499;0,1582;-5,906556;-54,944903
50116;6;5;Parkia gigantocarpa;Fava-atanã;79,58;15;Remanescente;1;5,5722;0,4974;-5,907859;-54,944901
50117;6;5;Parkia pendula;Fava-bolota;50,93;14;Remanescente;1;2,0333;0,2037;-5,908653;-54,945169
50118;6;5;Vochysia maxima;Quaruba;70,66;14;Explorar;1;4,1851;0,3922;-5,908317;-54,945203
50119;6;5;Manilkara elata;Maçaranduba;76,39;16;Remanescente;3;5,3975;0,4584;-5,908336;-54,945268
50120;6;5;Manilkara elata;Maçaranduba;40,11;15;Remanescente;1;1,181;0,1263;-5,907633;-54,945194
50121;6;5;Micropholis melinoniana;Currupixá;61,43;16;Remanescente;1;3,4365;0,2964;-5,907166;-54,945159
50122;6;5;Caryocar villosum;Pequiá;72,26;17;Explorar;1;5,0504;0,4101;-5,907167;-54,945204
50123;6;5;Manilkara elata;Maçaranduba;57,3;14;Explorar;1;2,6688;0,2578;-5,906562;-54,945202
50124;6;5;Goupia glabra;Cupiúba;46,47;13;Remanescente;1;1,5429;0,1696;-5,906546;-54,945256
50125;6;5;Manilkara elata;Maçaranduba;90,4;19;Explorar;1;8,3938;0,6418;-5,905723;-54,945146
50126;6;5;Manilkara elata;Maçaranduba;89,13;18;Explorar;1;7,8668;0,6239;-5,904548;-54,945198
50127;6;5;Mezilaurus itauba;Itaúba;45,2;15;Remanescente;1;1,6014;0,1605;-5,903782;-54,945127
50128;6;5;Mezilaurus itauba;Itaúba;50,93;17;Remanescente;2;2,3452;0,2037;-5,903671;-54,945116
50129;6;5;Hymenolobium petraeum;Angelim-pedra;70,03;18;Explorar;1;4,9404;0,3852;-5,903378;-54,945296
50130;6;5;Manilkara elata;Maçaranduba;79,58;14;Explorar;1;5,2955;0,4974;-5,902505;-54,945092
50131;6;5;Diplotropis purpurea;Sucupira-amarela;50,93;17;Remanescente;1;2,3452;0,2037;-5,902524;-54,94507
50132;6;5;Handroanthus serratifolius;Ipê-amarelo;89,13;21;Explorar;1;8,7961;0,6239;-5,902393;-54,9451
50133;6;5;Astronium lecointei;Muiracatiara;44,56;18;Remanescente;1;1,7665;0,156;-5,902306;-54,945083
50134;6;5;Manilkara elata;Maçaranduba;70,35;19;Explorar;2;5,1863;0,3887;-5,902092;-54,945183
50135;6;5;Ocotea rubra;Louro-vermelho;89,13;15;Explorar;1;6,8837;0,6239;-5,902026;-54,94513
50136;6;5;Manilkara elata;Maçaranduba;44,56;13;Remanescente;1;1,3904;0,156;-5,901889;-54,945134
50137;6;5;Bertholletia excelsa;Castanheira;66,85;14;Remanescente;1;3,7307;0,3509;-5,900946;-54,945535
50138;6;5;Dipteryx odorata;Cumaru;70,66;15;Remanescente;1;4,4038;0,3922;-5,90159;-54,945473
50139;6;5;Couratari guianensis;Tauari;57,3;19;Explorar;1;3,3379;0,2578;-5,902417;-54,945471
50140;6;5;Diplotropis purpurea;Sucupira-amarela;59,84;20;Remanescente;1;3,8167;0,2813;-5,902874;-54,945323
50141;6;5;Manilkara elata;Maçaranduba;42,97;10;Remanescente;2;1,0422;0,145;-5,903212;-54,945414
50142;6;5;Hymenolobium petraeum;Angelim-pedra;72,26;16;Explorar;1;4,8312;0,4101;-5,903984;-54,945537
50143;6;5;Goupia glabra;Cupiúba;54,11;10;Substituta;1;1,8218;0,23;-5,904154;-54,945512
50144;6;5;Simarouba amara;Marupá;73,21;17;Remanescente;1;5,1856;0,421;-5,90445;-54,945489
50145;6;5;Manilkara elata;Maçaranduba;79,26;19;Explorar;1;6,5723;0,4934;-5,904859;-54,94549
50146;6;5;Stryphnodendron paniculatum;Taxi-pitomba;61,12;14;Remanescente;1;3,0795;0,2934;-5,904942;-54,94545
50147;6;5;Manilkara elata;Maçaranduba;58,89;17;Explorar;1;3,2728;0,2724;-5,906445;-54,945448
50148;6;5;Couratari guianensis;Tauari;40,11;17;Remanescente;1;1,2946;0,1263;-5,906464;-54,945419
50149;6;5;Bertholletia excelsa;Castanheira;159,15;14;Remanescente;1;15,78;1,9894;-5,907098;-54,945362
50150;6;5;Caryocar glabrum;Pequiarana;89,13;15;Remanescente;2;6,8837;0,6239;-5,907307;-54,945366
50151;6;5;Hymenolobium petraeum;Angelim-pedra;41,38;18;Remanescente;1;1,4635;0,1345;-5,907517;-54,945444
50152;6;5;Caryocar villosum;Pequiá;40,11;13;Remanescente;1;1,0624;0,1263;-5,907726;-54,945444
50153;6;5;Dipteryx odorata;Cumaru;53,16;15;Substituta;2;2,3657;0,2219;-5,907933;-54,945402
50154;6;5;Hymenaea courbaril;Jatobá;98,68;19;Explorar;1;9,7848;0,7647;-5,908174;-54,945521
50155;6;5;Couratari guianensis;Tauari;72,57;19;Explorar;1;5,5251;0,4137;-5,908321;-54,945576
50156;6;5;Handroanthus serratifolius;Ipê-amarelo;53,16;20;Substituta;1;2,9183;0,2219;-5,908398;-54,94532
50157;6;5;Cedrelinga cateniformis;Cedroarana;152,79;15;Explorar;2;15,7788;1,8335;-5,908794;-54,945489
50158;6;5;Handroanthus serratifolius;Ipê-amarelo;60,16;21;Remanescente;1;4;0,2843;-5,913264;-54,944229
50159;6;5;Couratari guianensis;Tauari;54,11;19;Explorar;1;2,9302;0,23;-5,913269;-54,944292
50160;6;5;Copaifera duckei;Copaíba;65,25;15;Remanescente;2;3,7312;0,3344;-5,913459;-54,944096
50161;6;5;Virola surinamensis;Virola;51,25;15;Remanescente;2;2,1713;0,2063;-5,913468;-54,94433
50162;6;5;Manilkara elata;Maçaranduba;42,97;14;Remanescente;1;1,3403;0,145;-5,913359;-54,94442
50163;6;5;Goupia glabra;Cupiúba;48,38;13;Remanescente;2;1,7022;0,1839;-5,913371;-54,944459
50164;6;5;Trattinnickia rhoifolia;Amescla;70,66;14;Remanescente;2;4,1851;0,3922;-5,91397;-54,944556
50165;6;5;Brosimum parinarioides;Amapá;89,13;17;Remanescente;2;7,5456;0,6239;-5,913278;-54,944642
50166;6;5;Castilla ulei;Caucho;42,97;8;Remanescente;3;0,8795;0,145;-5,912888;-54,94458
50167;6;5;Manilkara elata;Maçaranduba;46,15;17;Remanescente;1;1,8486;0,1673;-5,912712;-54,944615
50168;6;5;Buchenavia grandis;Mirindiba;166,79;13;Remanescente;1;15,8046;2,185;-5,912642;-54,944522
50169;6;5;Hymenaea parvifolia;Jutaí-mirim;78,94;21;Remanescente;1;7,0109;0,4894;-5,912599;-54,944465
50170;6;5;Dipteryx odorata;Cumaru;63,03;15;Remanescente;1;3,4641;0,312;-5,912356;-54,944717
50171;6;5;Vochysia maxima;Quaruba;70,66;16;Explorar;1;4,6177;0,3922;-5,912649;-54,944841
50172;6;5;Parkia gigantocarpa;Fava-atanã;70,66;14;Remanescente;1;4,1851;0,3922;-5,913636;-54,944837
50173;6;5;Couratari guianensis;Tauari;50,93;14;Substituta;1;2,0333;0,2037;-5,91338;-54,945119
50174;6;5;Couratari guianensis;Tauari;92,31;15;Remanescente;3;7,3301;0,6692;-5,912046;-54,945426
50175;6;5;Trattinnickia rhoifolia;Amescla;92,31;17;Remanescente;2;8,035;0,6692;-5,912456;-54,945491
