Nome: CONCEICAO DO ARAGUAIA
Codigo Estacao: 82861
Latitude: -8.25916666
Longitude: -49.26388888
Altitude: 179.02
Situacao: Operante
Data Inicial: 1984-01-01
Data Final: 2020-12-31
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MEDIA COMPENSADA, DIARIA(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);
1985-12-16;10,3;25,1;null;
1985-12-17;22,5;25,54;null;
1985-12-18;1,6;25,22;null;
1985-12-19;60,9;24,9;null;
1985-12-20;,6;26,86;null;
1985-12-21;0;25,04;null;
1985-12-22;6,5;25,1;null;
1985-12-23;21;24,48;null;
1985-12-24;1;24,16;null;
1985-12-25;22,7;24,7;null;
1985-12-26;10,8;25,06;null;
1985-12-27;0;25,1;null;
1985-12-28;102,5;22,7;null;
1985-12-29;25,1;23,9;null;
1985-12-30;79;22,66;null;
1985-12-31;14,7;23,6;null;
1986-01-01;5,3;25,4;null;
1986-01-02;0;26,78;null;
1986-01-03;0;25,32;null;
1986-01-04;8,5;24,64;null;
1986-01-05;9;25,12;null;
1986-01-06;10,1;25,56;null;
1986-01-07;0;24,32;null;
1986-01-08;,2;24,32;null;
1986-01-09;16,1;24,58;null;
1986-01-10;,2;25,88;null;
1986-01-11;0;26,6;null;
1986-01-12;8,7;24,78;null;
1986-01-13;2,2;25,1;null;
1986-01-14;20,3;25,64;null;
1986-01-15;0;23,92;null;
1986-01-16;23,4;24,34;null;
1986-01-17;9,8;22,22;null;
1986-01-18;3,9;23,42;null;
1986-01-19;0;24,12;null;
1986-01-20;0;25,32;null;
1986-01-21;3,9;26,3;null;
1986-01-22;1;26,36;null;
1986-01-23;0;24,32;null;
1986-01-24;0;26,04;null;
1986-01-25;0;26,78;null;
1986-01-26;0;25,26;null;
1986-01-27;5,6;24,78;null;
1986-01-28;2,5;24,96;null;
1986-01-29;0;26,12;null;
1986-01-30;2,1;23,74;null;
1986-01-31;14,3;23,16;null;
1986-02-01;null;24,26;96,25;
1986-02-02;6;24,98;96,25;
1986-02-03;,2;25,72;94;
1986-02-04;18,6;23,54;97;
1986-02-05;,5;25,3;95,75;
1986-02-06;5,8;23,18;99;
1986-02-07;6,2;26,22;96,75;
1986-02-08;1;25,78;98;
1986-02-09;0;25,88;98,75;
1986-02-10;,6;26,24;98,5;
1986-02-11;57,8;23,96;97;
1986-02-12;,4;25,72;94,5;
1986-02-13;0;26,14;92,5;
1986-02-14;0;27,3;95,75;
1986-02-15;1;25,12;95;
1986-02-16;41,7;23,2;99;
1986-02-17;15,8;25,06;97,5;
1986-02-18;1,2;24,68;96,5;
1986-02-19;0;25,28;97,75;
1986-02-20;0;26,5;95,25;
1986-02-21;47;24,18;97,5;
1986-02-22;,1;25,32;97,75;
1986-02-23;0;26,54;92,25;
1986-02-24;0;27;93;
1986-02-25;0;26,32;94,5;
1986-02-26;33;24,36;97,5;
1986-02-27;15,2;23,72;98,25;
1986-02-28;0;25,52;95,75;
1986-03-01;73,2;23,64;96,5;
1986-03-02;1;24,76;95,25;
1986-03-03;4;24,88;96,75;
1986-03-04;,9;25,94;94;
1986-03-05;0;24,58;97,75;
1986-03-06;43,6;26,52;93,25;
1986-03-07;16,7;25,4;96,25;
1986-03-08;,3;23,18;98,75;
1986-03-09;16,4;25,4;97,25;
1986-03-10;,6;22,76;98,5;
1986-03-11;16,8;25,48;96;
1986-03-12;,2;25,4;96,5;
1986-03-13;0;26,08;94;
1986-03-14;,6;25,36;97;
1986-03-15;0;25,84;95,25;
1986-03-16;58,1;23,52;98,25;
1986-03-17;,6;25,7;95,75;
1986-03-18;0;26,48;88,75;
1986-03-19;,6;25,9;94,5;
1986-03-20;0;25,9;96;
1986-03-21;17,6;25,68;95,5;
1986-03-22;1,6;25,26;97,75;
1986-03-23;2,3;25,82;96,25;
1986-03-24;,6;26;94,25;
1986-03-25;54;24,38;96,5;
1986-03-26;17,6;24,6;95,75;
1986-03-27;0;26,34;95;
1986-03-28;0;26,44;93,5;
1986-03-29;32,4;25,12;96,5;
1986-03-30;2;25,12;95,75;
1986-03-31;3,3;25,96;97,5;
1986-04-01;,7;26,14;95,5;
1986-04-02;0;26,06;93,25;
1986-04-03;0;26,28;93,25;
1986-04-04;0;27,26;94,25;
1986-04-05;25,8;26,7;91,5;
1986-04-06;0;27,02;91,5;
1986-04-07;1,2;26,2;97;
1986-04-08;0;26,14;94,25;
1986-04-09;0;27;91,5;
1986-04-10;0;25,46;96,75;
1986-04-11;0;26,18;90,5;
1986-04-12;1,1;26,32;92,75;
1986-04-13;1,2;26,48;89;
1986-04-14;6,8;26,5;92,25;
1986-04-15;1,5;27,4;92,5;
1986-04-16;,8;27,98;90,25;
1986-04-17;30;25,4;95;
1986-04-18;24,7;24,66;96,5;
1986-04-19;7,7;24,8;98;
1986-04-20;28;24,92;98;
1986-04-21;0;26,46;94;
1986-04-22;1,8;25,66;94;
1986-04-23;1,8;25,44;97;
1986-04-24;23,8;25,16;94,5;
1986-04-25;0;24,62;97;
1986-04-26;75,4;25,3;95;
1986-04-27;3,2;25,82;95,5;
1986-04-28;,2;26,6;91;
1986-04-29;22,2;22,64;99;
1986-04-30;26,1;24,72;95,75;
1986-05-01;,5;26,2;96;
1986-05-02;0;26,78;92,75;
1986-05-03;22,7;24,8;99;
1986-05-04;15;26,6;92;
1986-05-05;0;27,04;88,25;
1986-05-06;0;26,46;93,25;
1986-05-07;34,5;26,24;94,25;
1986-05-08;0;27,88;89;
1986-05-09;0;27,28;91,25;
1986-05-10;0;27,7;89,25;
1986-05-11;0;28,38;88,5;
1986-05-12;0;27,34;88,75;
1986-05-13;0;26,8;92,25;
1986-05-14;,4;26,34;93,75;
1986-05-15;4,4;26,84;89,75;
1986-05-16;2,8;25,66;95,75;
1986-05-17;,3;27,04;89,25;
1986-05-18;0;27,14;85,25;
1986-05-19;0;26,28;84,75;
1986-05-20;0;26,82;86,5;
1986-05-21;0;27,24;88;
1986-05-22;0;27,02;86,25;
1986-05-23;0;27;87,25;
1986-05-24;0;26,74;82;
1986-05-25;0;26,96;84,25;
1986-05-26;0;26,28;80,75;
1986-05-27;0;27,26;85,25;
1986-05-28;0;27,5;81,25;
1986-05-29;0;27,18;85;
1986-05-30;0;26,68;83;
1986-05-31;0;26,42;86;
1986-06-01;0;25,42;87,75;
1986-06-02;0;26,54;86,5;
1986-06-03;7,1;25,08;94,5;
1986-06-04;,5;25,42;95,75;
1986-06-05;0;26,6;94;
1986-06-06;0;26,46;92,75;
1986-06-07;0;26,28;92;
1986-06-08;0;25,6;91;
1986-06-09;0;24,7;90,5;
1986-06-10;0;25,12;89;
1986-06-11;0;25,78;90;
1986-06-12;0;25,76;90;
1986-06-13;0;25,1;89,75;
1986-06-14;0;26,8;86,75;
1986-06-15;0;25,38;85,5;
1986-06-16;0;26,18;85,75;
1986-06-17;0;25,2;86,25;
1986-06-18;0;25,68;84,5;
1986-06-19;0;26,66;80;
1986-06-20;0;26,52;81,75;
1986-06-21;0;25,94;81;
1986-06-22;0;26,04;85,5;
1986-06-23;0;25,94;85,75;
1986-06-24;0;26,08;86;
1986-06-25;0;25,68;85,75;
1986-06-26;0;26,72;81,75;
1986-06-27;0;26,16;87;
1986-06-28;0;26,7;85;
1986-06-29;0;27,14;86;
1986-06-30;0;27,08;85,75;
1986-07-01;0;27,3;86,5;
1986-07-02;0;27,48;89;
1986-07-03;0;25,62;91,25;
1986-07-04;,4;25,64;90,25;
1986-07-05;0;26,22;90,75;
1986-07-06;1,2;27,16;86,75;
1986-07-07;0;26,78;87,75;
1986-07-08;0;26,92;84,25;
1986-07-09;0;27,32;90,25;
1986-07-10;0;26,4;91,75;
1986-07-11;0;26,08;93,5;
1986-07-12;0;26,08;93;
1986-07-13;0;26,28;92,75;
1986-07-14;0;27,04;91,25;
1986-07-15;0;27,42;91,5;
1986-07-16;0;27,6;92,25;
1986-07-17;0;26,72;91,5;
1986-07-18;0;26,06;93,5;
1986-07-19;0;26,02;93,5;
1986-07-20;1,6;26,98;94;
1986-07-21;0;27,38;94;
1986-07-22;0;28,06;92,75;
1986-07-23;0;27,26;94;
1986-07-24;0;26,9;94;
1986-07-25;0;27,14;92;
1986-07-26;0;26,84;92,5;
1986-07-27;0;26,98;93,75;
1986-07-28;9,7;26,24;96,75;
1986-07-29;0;26,08;94,5;
1986-07-30;1,6;26,74;95,25;
1986-07-31;0;26,5;93;
1986-08-01;0;27,06;92,5;
1986-08-02;0;27,74;90,75;
1986-08-03;0;28,04;90;
1986-08-04;0;27,02;89,75;
1986-08-05;0;26,12;89,5;
1986-08-06;0;26,08;88;
1986-08-07;0;27,34;89;
1986-08-08;0;27,74;91;
1986-08-09;0;26,86;90,75;
1986-08-10;0;26,6;91,75;
1986-08-11;0;26,94;89,5;
1986-08-12;0;27,58;90,25;
1986-08-13;0;27,82;91,75;
1986-08-14;0;27,96;93;
1986-08-15;0;27,52;92;
1986-08-16;0;26,08;94;
1986-08-17;0;27,24;93,25;
1986-08-18;0;28,36;93,75;
1986-08-19;3,3;26,56;98;
1986-08-20;1,2;26,12;95,25;
1986-08-21;,1;26,38;94,5;
1986-08-22;0;27,16;93;
1986-08-23;0;27,22;94;
1986-08-24;0;26,26;93,5;
1986-08-25;,6;26,46;91,5;
1986-08-26;0;25,46;97,25;
1986-08-27;4,5;26,96;95,75;
1986-08-28;0;28,14;94;
1986-08-29;0;26,84;92,5;
1986-08-30;0;26,6;92,75;
1986-08-31;0;26,14;94,5;
1986-09-01;0;27,2;92,25;
1986-09-02;0;26,74;94,25;
1986-09-03;0;26,8;91;
1986-09-04;0;26,9;91,5;
1986-09-05;0;26,66;94;
1986-09-06;0;26,96;92;
1986-09-07;0;27,34;90,25;
1986-09-08;0;27,06;92,75;
1986-09-09;0;28,06;91,5;
1986-09-10;0;28,04;88,25;
1986-09-11;0;27,6;91,75;
1986-09-12;0;28,24;89,75;
1986-09-13;0;28,2;90,25;
1986-09-14;0;29,44;87,75;
1986-09-15;0;28,32;92,5;
1986-09-16;0;27,54;96,25;
1986-09-17;0;26,88;92,25;
1986-09-18;0;27,06;89;
1986-09-19;0;28,44;88,75;
1986-09-20;0;25,08;97;
1986-09-21;,8;27,12;92,25;
1986-09-22;0;27,78;88,75;
1986-09-23;0;26,78;97;
1986-09-24;10,8;27,44;93,25;
1986-09-25;0;27,04;92,75;
1986-09-26;0;26,18;93,25;
1986-09-27;24,4;26,02;97;
1986-09-28;0;26;95,5;
1986-09-29;1,7;27,76;93;
1986-09-30;0;26,36;95,5;
1986-10-01;,8;25,64;95,5;
1986-10-02;,2;25,62;97;
1986-10-03;,3;26,1;92,75;
1986-10-04;4,8;26,52;96,75;
1986-10-05;0;27,64;94;
1986-10-06;1,3;24,48;98,5;
1986-10-07;18,4;24,7;98,25;
1986-10-08;0;27,34;95;
1986-10-09;0;27,58;94,25;
1986-10-10;0;25,1;97,25;
1986-10-11;19,2;25,22;98;
1986-10-12;26,9;25,3;97;
1986-10-13;27,1;26,3;96;
1986-10-14;0;26,4;93,75;
1986-10-15;34,6;24,34;96,25;
1986-10-16;0;26,82;94,75;
1986-10-17;,6;26,86;96,25;
1986-10-18;,5;25,86;98,25;
1986-10-19;11;25,74;98,25;
1986-10-20;8;26,88;95;
1986-10-21;0;26,44;95,75;
1986-10-22;0;26,42;97,5;
1986-10-23;,2;26,8;95;
1986-10-24;0;25,92;98;
1986-10-25;2,1;23,36;99;
1986-10-26;24,4;22,82;99;
1986-10-27;,4;24,12;97;
1986-10-28;5,7;24,7;96;
1986-10-29;0;26,2;92,5;
1986-10-30;0;27,24;92;
1986-10-31;0;25,12;97,25;
1986-11-01;2,2;25,28;97,5;
1986-11-02;0;26,94;92;
1986-11-03;0;28,04;92,25;
1986-11-04;0;27,62;93;
1986-11-05;0;27,12;91,5;
1986-11-06;0;28,4;94;
1986-11-07;0;27,96;93,5;
1986-11-08;,4;26;95,25;
1986-11-09;33;25,14;97,25;
1986-11-10;0;24,44;95,75;
1986-11-11;4,9;25,98;95,5;
1986-11-12;0;26,86;95,75;
1986-11-13;0;27,34;92;
1986-11-14;0;25,16;87,5;
1986-11-15;10,8;24,32;97,75;
1986-11-16;5;25,04;96,5;
1986-11-17;7,9;28;91,25;
1986-11-18;0;27,18;93,75;
1986-11-19;0;25,34;97,75;
1986-11-20;57,6;24,38;96;
1986-11-21;0;25,38;94,75;
1986-11-22;0;25,8;97;
1986-11-23;6,4;25,94;93,75;
1986-11-24;2,4;25,44;92,25;
1986-11-25;0;26,5;93;
1986-11-26;6,5;25,84;93,5;
1986-11-27;15,4;25,9;97;
1986-11-28;6,1;26,2;91;
1986-11-29;0;27,04;91,75;
1986-11-30;17,3;24,2;98,25;
1986-12-01;33,2;23,96;97,25;
1986-12-02;3,2;25,28;96,75;
1986-12-03;0;25,6;95;
1986-12-04;,6;25,2;91,5;
1986-12-05;0;26,28;95,25;
1986-12-06;0;25,78;93,5;
1986-12-07;34,6;25,46;95,75;
1986-12-08;0;27,02;94,5;
1986-12-09;0;26,92;94,75;
1986-12-10;0;25,94;93,75;
1986-12-11;2,1;25,92;97;
1986-12-12;5,3;26,24;95,75;
1986-12-13;0;27,28;95,75;
1986-12-14;0;26,76;95,25;
1986-12-15;0;27,32;93,75;
1986-12-16;0;26,74;96,25;
1986-12-17;21,5;26,1;95,5;
1986-12-18;4,1;26,02;95;
1986-12-19;,2;25,52;97,75;
1986-12-20;0;25,96;92,75;
1986-12-21;0;27,02;92,5;
1986-12-22;0;27,04;90,5;
1986-12-23;0;27,8;91,25;
1986-12-24;6,2;24,24;98,75;
1986-12-25;49,8;24,88;97;
1986-12-26;21,2;24,72;96,25;
1986-12-27;9,7;25,06;97,25;
1986-12-28;0;24,86;96,25;
1986-12-29;2,1;24,4;96,25;
1986-12-30;0;26,38;94;
1986-12-31;8,2;24,18;97,75;
1987-01-01;,5;26,36;94;
1987-01-02;1;24,52;98,25;
1987-01-03;2,5;26;95,5;
1987-01-04;0;26,08;95,5;
1987-01-05;18,9;27,2;91;
1987-01-06;0;25,44;95,25;
1987-01-07;11,6;24;98,5;
1987-01-08;4,9;26,32;94,75;
1987-01-09;4,2;24,88;96,75;
1987-01-10;9;25,78;95,75;
1987-01-11;0;25,36;94,5;
1987-01-12;,1;25,62;92,5;
1987-01-13;0;24,96;92,25;
1987-01-14;10,5;26,34;94,25;
1987-01-15;0;26,88;91,75;
1987-01-16;0;27;91,25;
1987-01-17;0;25,94;91,75;
1987-01-18;14;24,6;95,25;
1987-01-19;23,1;25,16;96,5;
1987-01-20;3,2;23,92;97,5;
1987-01-21;3,2;26,46;91,25;
1987-01-22;0;26,6;90,75;
1987-01-23;0;27,54;90,25;
1987-01-24;0;26,6;85,75;
1987-01-25;0;25,84;95,5;
1987-01-26;5;27,86;91;
1987-01-27;0;28,22;85,75;
1987-01-28;0;27,94;90,5;
1987-01-29;2,6;30;90,25;
1987-01-30;2,1;27,38;87,75;
1987-01-31;0;26,72;87,75;
1987-02-01;1,8;27,2;89;
1987-02-02;0;26,64;96;
1987-02-03;,2;27,96;87,5;
1987-02-04;0;26,42;95,25;
1987-02-05;11,3;26,42;96;
1987-02-06;7;26,6;93,5;
1987-02-07;7,9;26,58;92,75;
1987-02-08;0;26,74;90;
1987-02-09;0;26,34;88,5;
1987-02-10;,3;26,84;89;
1987-02-11;41;24,84;92,25;
1987-02-12;1,8;26,12;93,25;
1987-02-13;23;23,88;96;
1987-02-14;1,1;25,62;96,25;
1987-02-15;57;24,94;96,25;
1987-02-16;0;24,36;96;
1987-02-17;13,2;23,74;97;
1987-02-18;8;25,62;92;
1987-02-19;,9;25,52;93,5;
1987-02-20;3,5;25,32;90,25;
1987-02-21;,5;26,56;91,5;
1987-02-22;0;26,74;93,75;
1987-02-23;0;26,92;89,75;
1987-02-24;2,6;24,26;97,5;
1987-02-25;36,7;26,28;93;
1987-02-26;3,7;26,68;93,25;
1987-02-27;3,6;26,94;95,25;
1987-02-28;0;25,4;96,75;
1987-03-01;12,3;25,42;96,5;
1987-03-02;0;26,12;94,75;
1987-03-03;0;24,26;95,5;
1987-03-04;6;25,14;94;
1987-03-05;42,8;24,6;95,75;
1987-03-06;17;25,28;94;
1987-03-07;31,1;24,7;93;
1987-03-08;,2;24,1;95,25;
1987-03-09;1,3;25,36;93,5;
1987-03-10;1,1;26,46;92,75;
1987-03-11;1,7;25,04;96;
1987-03-12;39,3;24,16;99;
1987-03-13;13,5;25,48;93,25;
1987-03-14;29,2;25,4;94,75;
1987-03-15;0;25,3;95;
1987-03-16;1,4;25,74;94,25;
1987-03-17;,2;26,06;92;
1987-03-18;3,3;25,68;91,75;
1987-03-19;4,6;24,52;97,25;
1987-03-20;0;25,28;95,25;
1987-03-21;2,5;26,52;92,5;
1987-03-22;26,8;25,04;98,75;
1987-03-23;7,6;25,44;97,25;
1987-03-24;,4;26,5;93,75;
1987-03-25;2,2;26,06;96,75;
1987-03-26;65,3;23,54;97,75;
1987-03-27;21,4;26,26;92,75;
1987-03-28;,3;25,38;96,5;
1987-03-29;0;26,24;93;
1987-03-30;3,7;26;90,75;
1987-03-31;8,2;24,52;95,75;
1987-04-01;,4;25,86;94,75;
1987-04-02;2;26,94;92;
1987-04-03;16,4;26,32;94,5;
1987-04-04;0;25,94;92;
1987-04-05;10;26,92;92;
1987-04-06;15,6;25,56;97;
1987-04-07;4,6;25,86;97,25;
1987-04-08;,5;27,74;96,25;
1987-04-09;0;28,36;96;
1987-04-10;0;28,42;95,75;
1987-04-11;0;28,46;95,75;
1987-04-12;0;27,4;95,5;
1987-04-13;7,7;27,82;96,25;
1987-04-14;0;28,48;97;
1987-04-15;0;27,9;94,25;
1987-04-16;0;28,24;96;
1987-04-17;0;28,16;95;
1987-04-18;0;28,52;95,75;
1987-04-19;0;27,72;95,25;
1987-04-20;0;28,58;94,75;
1987-04-21;0;29,08;92,75;
1987-04-22;0;28,7;94,5;
1987-04-23;0;28,84;94,5;
1987-04-24;0;28,74;95,25;
1987-04-25;0;28,6;92,75;
1987-04-26;1,8;24,26;99;
1987-04-27;49,8;26,86;97,75;
1987-04-28;0;27,08;96,75;
1987-04-29;,7;26,18;97,5;
1987-04-30;0;27,88;96,25;
1987-05-01;0;28,14;96,75;
1987-05-02;12,2;25,66;98;
1987-05-03;11,2;25,94;97,5;
1987-05-04;,1;25,98;98;
1987-05-05;0;26,82;97;
1987-05-06;1,6;27,08;97,5;
1987-05-07;13;27,86;97;
1987-05-08;9,2;26,2;95,5;
1987-05-09;0;27,58;95;
1987-05-10;0;27,7;95,25;
1987-05-11;0;27,08;94;
1987-05-12;0;27,12;93,75;
1987-05-13;0;27,74;93,5;
1987-05-14;0;27,54;94;
1987-05-15;0;27,72;94;
1987-05-16;0;27,74;92;
1987-05-17;0;28,22;92,25;
1987-05-18;0;28,54;91,25;
1987-05-19;0;27,66;93,5;
1987-05-20;0;27,62;93,75;
1987-05-21;0;28,42;93,75;
1987-05-22;0;28,2;94,75;
1987-05-23;0;28,76;91,5;
1987-05-24;0;28,46;94;
1987-05-25;0;28,7;94;
1987-05-26;0;28,04;93,75;
1987-05-27;0;28,02;92,75;
1987-05-28;0;27,96;90,75;
1987-05-29;0;27,3;92,25;
1987-05-30;0;26,82;90,75;
1987-05-31;0;27,26;89,75;
1987-06-01;0;26,94;92,5;
1987-06-02;0;27,7;92;
1987-06-03;0;27,36;91,25;
1987-06-04;0;27,76;90;
1987-06-05;0;27,54;88,75;
1987-06-06;0;27,2;89;
1987-06-07;0;28,22;89;
1987-06-08;0;27,76;88,5;
1987-06-09;0;27,48;89,75;
1987-06-10;0;27,1;90;
1987-06-11;0;27,44;88,5;
1987-06-12;0;27,56;90,25;
1987-06-13;0;28,02;90,25;
1987-06-14;0;28,78;89,75;
1987-06-15;0;27,86;89,25;
1987-06-16;0;28,02;87,25;
1987-06-17;0;28,42;88,5;
1987-06-18;0;26,9;91,25;
1987-06-19;0;28,44;86;
1987-06-20;0;27,98;88,5;
1987-06-21;0;27,72;93;
1987-06-22;3,1;27,06;92,5;
1987-06-23;0;28;91,5;
1987-06-24;0;28,56;88;
1987-06-25;0;28,74;88,5;
1987-06-26;0;27,8;87,5;
1987-06-27;0;27,38;86,25;
1987-06-28;0;26,4;88,75;
1987-06-29;0;27,46;82,25;
1987-06-30;0;26,86;83,5;
1987-07-01;0;26,78;88,25;
1987-07-02;0;27,18;83,25;
1987-07-03;0;28,5;82;
1987-07-04;,2;28,2;77,5;
1987-07-05;0;27,96;80,75;
1987-07-06;0;27,24;81,75;
1987-07-07;0;27,92;83,5;
1987-07-08;0;28,78;84,75;
1987-07-09;0;28,34;81,5;
1987-07-10;0;27,6;81;
1987-07-11;0;27,6;83,25;
1987-07-12;0;27,82;81,5;
1987-07-13;0;27,74;80,25;
1987-07-14;0;27,98;76,5;
1987-07-15;0;27,64;75,75;
1987-07-16;0;27,92;89,5;
1987-07-17;0;27,44;91,5;
1987-07-18;0;28,2;87,5;
1987-07-19;0;27,64;85;
1987-07-20;0;26,94;86,25;
1987-07-21;0;26,68;85,25;
1987-07-22;0;26,76;83,5;
1987-07-23;0;28,1;90,25;
1987-07-24;0;28,46;81,25;
1987-07-25;0;27,86;84,25;
1987-07-26;0;26,6;83,75;
1987-07-27;0;27,18;84;
1987-07-28;0;27,26;84,5;
1987-07-29;0;27,76;86,75;
1987-07-30;0;28,34;85,5;
1987-07-31;0;28,18;84;
1987-08-01;0;27,2;83,25;
1987-08-02;0;28,28;79,25;
1987-08-03;0;27,78;91,5;
1987-08-04;0;27,08;91,75;
1987-08-05;0;27,82;90;
1987-08-06;0;28,06;90;
1987-08-07;0;28,48;89,25;
1987-08-08;0;28,58;91;
1987-08-09;0;28,4;89,5;
1987-08-10;,2;27,72;93;
1987-08-11;0;27,22;96,75;
1987-08-12;8,9;27,08;94;
1987-08-13;0;27,1;93,25;
1987-08-14;0;26,46;93,5;
1987-08-15;0;27,3;89,25;
1987-08-16;0;26,7;93,75;
1987-08-17;0;27,38;93,5;
1987-08-18;0;28,92;93,75;
1987-08-19;0;27,6;93,25;
1987-08-20;0;27,5;90,25;
1987-08-21;0;27,52;93,25;
1987-08-22;0;28,7;92,75;
1987-08-23;0;28,34;91;
1987-08-24;0;28,5;90,5;
1987-08-25;0;27,88;88;
1987-08-26;0;27,92;85,5;
1987-08-27;0;26,26;87,5;
1987-08-28;0;28,68;88,25;
1987-08-29;0;28,38;85;
1987-08-30;0;28,38;82,75;
1987-08-31;0;27,9;83,25;
1987-09-01;0;27,86;91,5;
1987-09-02;0;28,2;89;
1987-09-03;0;27,04;92;
1987-09-04;0;28,44;91,5;
1987-09-05;0;28,38;91,75;
1987-09-06;0;29,1;91,5;
1987-09-07;0;29,68;89,75;
1987-09-08;0;27,92;90,5;
1987-09-09;0;28,72;90;
1987-09-10;0;28,34;86,75;
1987-09-11;0;28,78;91,5;
1987-09-12;0;28,58;90,75;
1987-09-13;12;24,84;98,5;
1987-09-14;4,1;27,92;90,25;
1987-09-15;0;28,04;90;
1987-09-16;0;28,06;94;
1987-09-17;0;28,78;93,5;
1987-09-18;0;29,64;88,75;
1987-09-19;,1;27;94,5;
1987-09-20;0;27,48;92,25;
1987-09-21;0;26,92;93,75;
1987-09-22;,9;25,56;95,5;
1987-09-23;1,2;27,78;95,5;
1987-09-24;0;26,14;95,25;
1987-09-25;59,2;26,26;96,25;
1987-09-26;0;27,5;96;
1987-09-27;0;24,5;97,75;
1987-09-28;86,3;25,12;95,25;
1987-09-29;3,2;26,94;94,75;
1987-09-30;0;28,58;90,25;
1987-10-01;0;28,28;91,25;
1987-10-02;0;25,46;96,75;
1987-10-03;0;27,06;92,25;
1987-10-04;0;26,4;95,25;
1987-10-05;0;27,72;93;
1987-10-06;0;29;88,5;
1987-10-07;0;30,3;92,5;
1987-10-08;0;27,68;95,75;
1987-10-09;7,4;24,84;96;
1987-10-10;16;26,48;95,75;
1987-10-11;0;27,24;94,25;
1987-10-12;5,4;26,82;96,5;
1987-10-13;null;null;null;
1987-10-14;null;null;null;
1987-10-15;null;null;null;
1987-10-16;null;null;null;
1987-10-17;null;null;null;
1987-10-18;null;null;null;
1987-10-19;null;null;null;
1987-10-20;null;null;null;
1987-10-21;null;null;null;
1987-10-22;null;null;null;
1987-10-23;null;null;null;
1987-10-24;null;null;null;
1987-10-25;null;null;null;
1987-10-26;null;null;null;
1987-10-27;null;null;null;
1987-10-28;null;null;null;
1987-10-29;null;null;null;
1987-10-30;null;null;null;
1987-10-31;null;null;null;
1987-11-01;0;29,4;89,5;
1987-11-02;0;27,7;94,75;
1987-11-03;14,1;26,44;96,5;
1987-11-04;7;27;97;
1987-11-05;0;26,32;97,5;
1987-11-06;0;27,6;94,75;
1987-11-07;0;27,1;94,25;
1987-11-08;0;26,32;93;
1987-11-09;1,3;24,66;98;
1987-11-10;7,5;26,16;95,5;
1987-11-11;0;27,4;92,75;
1987-11-12;1,2;25,66;96,5;
1987-11-13;5,9;25,6;98,25;
1987-11-14;4;27;95;
1987-11-15;0;26,44;94,5;
1987-11-16;0;26,12;96,25;
1987-11-17;12,3;25,14;98,75;
1987-11-18;4,7;26,18;97;
1987-11-19;0;25,34;95,75;
1987-11-20;25,6;25;95,75;
1987-11-21;9,9;26,36;95,5;
1987-11-22;0;26,12;94,5;
1987-11-23;2,2;26,18;97,25;
1987-11-24;1;26,68;88,5;
1987-11-25;0;27,1;94,25;
1987-11-26;0;27,56;95,25;
1987-11-27;,6;28,04;90;
1987-11-28;0;27,74;90,75;
1987-11-29;0;25,84;96,75;
1987-11-30;12;26,34;93,25;
1987-12-01;1,2;27,84;92,75;
1987-12-02;0;25,48;97;
1987-12-03;54;24,7;96,25;
1987-12-04;0;24,92;95;
1987-12-05;28,1;26,8;92,75;
1987-12-06;0;28,32;88,25;
1987-12-07;0;27,28;94,25;
1987-12-08;0;28,7;92,5;
1987-12-09;74;27,04;94,25;
1987-12-10;,1;25,52;97;
1987-12-11;0;27,22;96,75;
1987-12-12;1;27,62;96,25;
1987-12-13;0;27,94;97,25;
1987-12-14;,8;26,22;95,75;
1987-12-15;20;25,56;98,75;
1987-12-16;0;26,32;97,75;
1987-12-17;0;27,84;97,5;
1987-12-18;1,5;25,14;98,75;
1987-12-19;9,2;25,98;99;
1987-12-20;0;27,48;96;
1987-12-21;0;25,4;97,25;
1987-12-22;37,6;26,18;97,25;
1987-12-23;0;26,54;96,75;
1987-12-24;0;25,4;97,75;
1987-12-25;,5;26,8;96,75;
1987-12-26;0;28,3;96,5;
1987-12-27;0;26,54;98;
1987-12-28;,5;26,56;97,25;
1987-12-29;9,4;26,88;96,25;
1987-12-30;0;27,08;94,75;
1987-12-31;1,1;27,82;96,75;
1988-01-01;0;27;98;
1988-01-02;5,6;26,36;98,5;
1988-01-03;,2;25,72;97,5;
1988-01-04;15,2;24,96;97,5;
1988-01-05;6,3;26,52;97,25;
1988-01-06;1,3;27,1;97,25;
1988-01-07;4;28,66;95,75;
1988-01-08;0;28,78;95,75;
1988-01-09;21,6;25,72;98,5;
1988-01-10;4,4;25,26;98,5;
1988-01-11;5,4;23,46;99;
1988-01-12;62,6;24,96;98,75;
1988-01-13;4;24,84;98,25;
1988-01-14;3,8;26,38;97,25;
1988-01-15;6,2;28,32;96,5;
1988-01-16;0;27,6;97;
1988-01-17;0;27,5;97;
1988-01-18;0;27,36;97,75;
1988-01-19;0;25,64;97;
1988-01-20;3;25,54;96,75;
1988-01-21;,3;27,02;96,25;
1988-01-22;0;26,8;98;
1988-01-23;7,3;25,64;97,25;
1988-01-24;0;26,4;96,75;
1988-01-25;0;25,7;96;
1988-01-26;11,8;25,54;98,25;
1988-01-27;,3;26,38;98;
