"x"
"Manilkara elata"
"Goupia glabra"
"Vochysia maxima"
"Ocotea rubra"
"Astronium lecointei"
"Goupia glabra"
"Simarouba amara"
"Bagassa guianensis"
"Manilkara elata"
"Marmaroxylon racemosum"
"Castilla ulei"
"Goupia glabra"
"Stryphnodendron paniculatum"
"Buchenavia grandis"
"Chrysophyllum lucentifolium"
"Simarouba amara"
"Astronium lecointei"
"Parkia pendula"
"Hymenaea parvifolia"
"Castilla ulei"
"Parkia pendula"
"Lecythis pisonis"
"Cordia goeldiana"
"Vatairea paraensis"
"Goupia glabra"
"Manilkara elata"
"Goupia glabra"
"Manilkara elata"
"Chrysophyllum lucentifolium"
"Manilkara elata"
"Hymenaea courbaril"
"Goupia glabra"
"Goupia glabra"
"Castilla ulei"
"Hymenaea parvifolia"
"Simarouba amara"
"Couratari guianensis"
"Simarouba amara"
"Goupia glabra"
"Goupia glabra"
"Manilkara elata"
"Handroanthus serratifolius"
"Goupia glabra"
"Caryocar glabrum"
"Buchenavia grandis"
"Goupia glabra"
"Goupia glabra"
"Goupia glabra"
"Trattinnickia rhoifolia"
"Couratari guianensis"
"Goupia glabra"
"Micropholis melinoniana"
"Pseudopiptadenia psilostachya"
"Goupia glabra"
"Goupia glabra"
"Castilla ulei"
"Caryocar glabrum"
"Manilkara elata"
"Lecythis pisonis"
"Parkia pendula"
"Chrysophyllum lucentifolium"
"Castilla ulei"
"Vatairea paraensis"
"Caryocar glabrum"
"Castilla ulei"
"Couratari guianensis"
"Goupia glabra"
"Bagassa guianensis"
"Manilkara elata"
"Manilkara elata"
"Goupia glabra"
"Couratari guianensis"
"Manilkara elata"
"Manilkara elata"
"Manilkara elata"
"Handroanthus serratifolius"
"Manilkara elata"
"Manilkara elata"
"Goupia glabra"
"Hymenaea parvifolia"
"Simarouba amara"
"Goupia glabra"
"Couratari guianensis"
"Goupia glabra"
"Manilkara elata"
"Brosimum parinarioides"
"Simarouba amara"
"Simarouba amara"
"Micropholis melinoniana"
"Couratari guianensis"
"Couratari guianensis"
"Goupia glabra"
"Caryocar glabrum"
"Manilkara elata"
"Goupia glabra"
"Couratari guianensis"
"Manilkara elata"
"Couratari guianensis"
"Manilkara elata"
"Couratari guianensis"
"Manilkara elata"
"Chrysophyllum lucentifolium"
"Couratari guianensis"
"Manilkara elata"
"Goupia glabra"
"Simarouba amara"
"Manilkara elata"
"Caryocar glabrum"
"Parkia pendula"
"Manilkara elata"
"Vatairea paraensis"
"Goupia glabra"
"Goupia glabra"
"Vatairea paraensis"
"Enterolobium maximum"
"Brosimum parinarioides"
"Protium heptaphyllum"
"Enterolobium spp."
"Micropholis melinoniana"
"Goupia glabra"
"Goupia glabra"
"Goupia glabra"
"Manilkara elata"
"Ocotea rubra"
"Goupia glabra"
"Goupia glabra"
"Castilla ulei"
"Goupia glabra"
"Vatairea paraensis"
"Cedrelinga cateniformis"
"Cedrelinga cateniformis"
"Dipteryx odorata"
"Cedrelinga cateniformis"
"Manilkara elata"
"Goupia glabra"
"Ocotea rubra"
"Manilkara elata"
"Manilkara elata"
"Holopyxidium jarana"
"Manilkara elata"
"Enterolobium schomburgkii"
"Micropholis melinoniana"
"Buchenavia grandis"
"Hymenaea parvifolia"
"Castilla ulei"
"Manilkara elata"
"Manilkara elata"
"Manilkara elata"
"Chrysophyllum lucentifolium"
"Chrysophyllum lucentifolium"
"Manilkara elata"
"Goupia glabra"
"Hymenaea parvifolia"
"Manilkara elata"
"Hymenaea courbaril"
"Parkia pendula"
"Vatairea paraensis"
"Goupia glabra"
"Lecythis pisonis"
"Goupia glabra"
"Goupia glabra"
"Goupia glabra"
"Manilkara elata"
"Manilkara elata"
"Couratari guianensis"
"Castilla ulei"
"Hymenaea courbaril"
"Lecythis pisonis"
"Manilkara elata"
"Couratari guianensis"
"Hymenaea courbaril"
"Goupia glabra"
"Goupia glabra"
"Enterolobium spp."
"Goupia glabra"
"Caryocar glabrum"
"Buchenavia grandis"
"Brosimum parinarioides"
"Manilkara elata"
"Copaifera duckei"
"Goupia glabra"
"Manilkara elata"
"Holopyxidium jarana"
"Cedrelinga cateniformis"
"Cedrelinga cateniformis"
"Manilkara elata"
"Goupia glabra"
"Manilkara elata"
"Goupia glabra"
"Vochysia maxima"
"Cedrelinga cateniformis"
"Cedrelinga cateniformis"
"Goupia glabra"
"Goupia glabra"
"Goupia glabra"
"Caryocar glabrum"
"Cedrelinga cateniformis"
"Chrysophyllum lucentifolium"
"Micropholis melinoniana"
"Goupia glabra"
"Goupia glabra"
"Handroanthus serratifolius"
"Brosimum parinarioides"
"Hymenaea parvifolia"
"Virola surinamensis"
"Simarouba amara"
"Enterolobium maximum"
"Brosimum parinarioides"
"Bagassa guianensis"
"Goupia glabra"
"Hymenaea parvifolia"
"Goupia glabra"
"Goupia glabra"
"Manilkara elata"
"Chrysophyllum lucentifolium"
"Manilkara elata"
"Manilkara elata"
"Astronium lecointei"
"Manilkara elata"
"Vatairea paraensis"
"Goupia glabra"
"Holopyxidium jarana"
